,,subsidiary,entityId,isperson,salutation,firstname,middlename,lastname,title,,companyname,Rep,email,phone,altphone,fax,Address1_AddressName,Address1_attention,Address1_Addressee,Address1_phone,Address1_line1,Address1_line2,Address1_city,Address1_state,Address1_zipCode,Address1_country,Address1_defaultBilling,Address1_defaultShipping,terms,taxable
2,129,,OFN508164,,,,,,,,,,,,,,Billing,,BGR's Label Printing  (Formerly Triangle Label),,6392 Gano Road,,West Chester,OH,45069-4869,United States,TRUE,FALSE,,
3,129,,OFN508164,,,,,,,,,,,,,,Shipping,,BGR's Label Printing  (Formerly Triangle Label),,6392 Gano Road,,West Chester,OH,45069,United States,FALSE,TRUE,,
1,130,,YGR341892,,,,,,,,"Industrial Packaging Supplies, Inc. ( IPS )",Mark Mogar,,(800) 277-7007,(864) 862-1500,(888) 744-9344,Mailing,,"Industrial Packaging Supplies, Inc. ( IPS )",,P. O. Box 2009,,Fountain Inn,SC,29644,United States,FALSE,FALSE,Net 30,TRUE
2,130,,YGR341892,,,,,,,,,,,,,,Billing,,"Industrial Packaging Supplies, Inc. ( IPS )",,P. O. Box 2009,,Fountain Inn,SC,29644,United States,TRUE,FALSE,,
3,130,,YGR341892,,,,,,,,,,,,,,Shipping,,"Industrial Packaging Supplies, Inc. ( IPS )",,306 Wilson Bridge Road,,Fountain Inn,SC,29644,United States,FALSE,TRUE,,
1,131,,ESV287306,,,,,,,MSC,"MSC Industrial Direct Co., Inc.",Thomas Harbin,BranchNWC@mscdirect.com;NavarroP@mscdirect.com,(800) 346-7801,(302) 322-5441,(302) 328-7024,Mailing,,"MSC Industrial Direct Co., Inc.",,Attn: Accounts Payable,P. O. Box 9073,Melville,NY,11747,United States,FALSE,FALSE,Net 30,TRUE
2,131,,ESV287306,,,,,,,,,,,,,,Billing,,"MSC Industrial Direct Co., Inc.",,Attn: Accounts Payable,P. O. Box 9073,Melville,NY,11747,United States,TRUE,FALSE,,
3,131,,ESV287306,,,,,,,,,,,,,,Shipping,,"MSC Industrial Direct Co., Inc.",,P. O. Box 9073,,Melville,NY,11747,United States,FALSE,TRUE,,
1,132,,IFV603349,,,,,,,,Eastern Technical Corporation,Thomas Harbin,,(410) 882-8272,,,Mailing,,Eastern Technical Corporation,,10195 Maxine Street,,Ellicott City,MD,21042,United States,FALSE,FALSE,Net 30,TRUE
2,132,,IFV603349,,,,,,,,,,,,,,Billing,,Eastern Technical Corporation,,10195 Maxine Street,,Ellicott City,MD,21042,United States,TRUE,FALSE,,
3,132,,IFV603349,,,,,,,,,,,,,,Shipping,,Eastern Technical Corporation,,10195 Maxine Street,,Ellicott City,MD,21042,United States,FALSE,TRUE,,
1,134,,TAM382648,,,,,,,,Teknion Ltd,Ed Rodriguez,tlap103@teknion.com,(416) 759-3573,,(416) 759-0488,Mailing,,Teknion Ltd,,195 Nantucket Blvd,,Scarborough,ON,M1P 2P2,Canada,FALSE,FALSE,Net 30,TRUE
2,134,,TAM382648,,,,,,,,,,,,,,Billing,,Teknion Ltd,,1150 Flint Road,,Downsview,ON,M3J 2J5,Canada,TRUE,FALSE,,
3,134,,TAM382648,,,,,,,,,,,,,,Shipping,,Teknion Ltd,,195 Nantucket Blvd,,Scarborough,ON,M1P 2P2,Canada,FALSE,TRUE,,
1,135,,EDV128237,,,,,,,,Deco Sales Co.,Thomas Harbin,,(610) 344-0710,,(610) 344-0303,Mailing,,Deco Sales Co.,,210-4 Carter Drive,,West Chester,PA,19382,United States,FALSE,FALSE,Net 30,TRUE
2,135,,EDV128237,,,,,,,,,,,,,,Billing,,Deco Sales Co.,,P. O. Box 2524,,West Chester,PA,19380,United States,TRUE,FALSE,,
3,135,,EDV128237,,,,,,,,,,,,,,Shipping,,Deco Sales Co.,,209 Carter Drive,,West Chester,PA,19382,United States,FALSE,TRUE,,
1,136,,TOB630076,,,,,,,,"IZI Medical Products, Inc.",Thomas Harbin,ap@izimed.com,(800) 231-1499,,(410) 594-0540,Mailing,,"IZI Medical Products, Inc.",,"5 Easter Court, Suite J",,Owings Mills,MD,21117,United States,FALSE,FALSE,Net 30,FALSE
2,136,,TOB630076,,,,,,,,,,,,,,Billing,,"IZI Medical Products, Inc.",,"5 Easter Court, Suite J",,Owings Mills,MD,21117,United States,TRUE,FALSE,,
3,136,,TOB630076,,,,,,,,,,,,,,Shipping,,"IZI Medical Products, Inc.",,"5 Easter Court, Suite J",,Owings Mills,MD,21117,United States,FALSE,TRUE,,
1,137,,OSW729934,,,,,,,Veritiv,Veritiv - St. Louis,Mark Mogar,aptradeinvoices@veritivcorp.com,(314) 919-1847,,(314) 919-1979,Mailing,,Veritiv - St. Louis,,Shared Services Center,P. O. Box 6519,Jacksonville,FL,32236-5192,United States,FALSE,FALSE,,TRUE
2,137,,OSW729934,,,,,,,,,,,,,,Billing,,Veritiv - St. Louis,,Shared Services Center,P. O. Box 45192,Jacksonville,FL,32232-5192,United States,TRUE,FALSE,,
3,137,,OSW729934,,,,,,,,,,,,,,Shipping,,Veritiv - St. Louis,,8195 Lackland Road,,St. Louis,MO,63114,United States,FALSE,TRUE,,
1,138,,11870,,,,,,,,McAuliffe's Industrial LLC,Jake Sowers,,(937) 642-2911,,(937) 642-4679,Mailing,,McAuliffe's Industrial LLC,,1297 West 5th Street,,Marysville,OH,43040,United States,FALSE,FALSE,Net 30,FALSE
2,138,,11870,,,,,,,,,,,,,,Billing,,McAuliffe's Industrial LLC,,1297 West 5th Street,,Marysville,OH,43040,United States,TRUE,FALSE,,
3,138,,11870,,,,,,,,,,,,,,Shipping,,McAuliffe's Industrial LLC,,1297 West 5th Street,,Marysville,OH,43040,United States,FALSE,TRUE,,
1,139,,11884,,,,,,,,Tobyhanna Army Depot,Thomas Harbin,,(570) 895-7783,,(570) 895-6902,Mailing,,Tobyhanna Army Depot,,11 Hap Arnold Blvd.,Attn: Amsel-TY,Tobyhanna ,PA,18466-5091,United States,FALSE,FALSE,Net 30,FALSE
2,139,,11884,,,,,,,,,,,,,,Billing,,Tobyhanna Army Depot,,11 Hap Arnold Blvd.,,Tobyhanna ,PA,18466-5091,United States,TRUE,FALSE,,
3,139,,11884,,,,,,,,,,,,,,Shipping,,Tobyhanna Army Depot,,"Attn.: ASARS 9025, Receiving 1 CB 6",11 Hap Arnold Blvd.,Tobyhanna ,PA,18466-5091,United States,FALSE,TRUE,,
1,140,,11892,,,,,,,,"Infrared Tools, LLC ( IR.TOOLS )",Thomas Harbin,finance@ir.tools,443-292-8885 x301,,(440) 220-8057,Mailing,,"Infrared Tools, LLC ( IR.TOOLS )",,2147 Priest Bridge Dr.,Ste 9,Crofton,MD,21114,United States,FALSE,FALSE,Net 30,FALSE
2,140,,11892,,,,,,,,,,,,,,Billing,,"Infrared Tools, LLC ( IR.TOOLS )",,2147 Priest Bridge Drive,Ste 9,Crofton,MD,21114,United States,TRUE,FALSE,,
3,140,,11892,,,,,,,,,,,,,,Shipping,,"Infrared Tools, LLC ( IR.TOOLS )",,1612 Professional Blvd,Ste AB,Crofton,MD,21114,United States,FALSE,TRUE,,
1,141,,11957,,,,,,,,"North East Technical Services, Inc.",Thomas Harbin,,(410) 751-5090,(866) 868-2382,(410) 751-5091,Mailing,,"North East Technical Services, Inc.",,"75 Aileron Ct., Suite 4",,Westminster,MD,21157,United States,FALSE,FALSE,Prepay,FALSE
2,141,,11957,,,,,,,,,,,,,,Billing,,"North East Technical Services, Inc.",,"75 Aileron Ct., Suite 4",,Westminster,MD,21157,United States,TRUE,FALSE,,
3,141,,11957,,,,,,,,,,,,,,Shipping,,"North East Technical Services, Inc.",,"75 Aileron Ct., Suite 4",,Westminster,MD,21157,United States,FALSE,TRUE,,
1,142,,11982,,,,,,,,"Advanced Metal Concepts, Inc.",Thomas Harbin,,(302) 421-9905,,(302) 421-9906,Mailing,,"Advanced Metal Concepts, Inc.",,"4376 Kirkwood St. Georges Rd., Unit D",Unit D,Bear,DE,19701,United States,FALSE,FALSE,Net 30,TRUE
2,142,,11982,,,,,,,,,,,,,,Billing,,"Advanced Metal Concepts, Inc.",,"4376 Kirkwood St. Georges Rd., Unit D",Unit D,Bear,DE,19701,United States,TRUE,FALSE,,
3,142,,11982,,,,,,,,,,,,,,Shipping,,"Advanced Metal Concepts, Inc.",,"4376 Kirkwood St. Georges Rd., Unit D",Unit D,Bear,DE,19701,United States,FALSE,TRUE,,
1,143,,12015,,,,,,,,Nokia,Matthew Kay,,(858) 831-4968,,,Mailing,,Nokia,,12278 Scripps Summit Drive,,San Diego,CA,92131,United States,FALSE,FALSE,Net 30,TRUE
2,143,,12015,,,,,,,,,,,,,,Billing,,Nokia,,12278 Scripps Summit Drive,,San Diego,CA,92131,United States,TRUE,FALSE,,
3,143,,12015,,,,,,,,,,,,,,Shipping,,Nokia,,777 E Middlefield Road,,Mountain View,CA,94043,United States,FALSE,TRUE,,
1,144,,13063,,,,,,,,Tex Shield,Thomas Harbin,daniel.cagle@tex-shield.com,(843) 663-1080,(202) 344-0391,(843) 663-1081,Mailing,,Tex Shield,,"2300 M Street, NW, Suite 800",,Washington,DC,20037,United States,FALSE,FALSE,Net 30,FALSE
2,144,,13063,,,,,,,,,,,,,,Billing,,Tex Shield,,3 Bethesda Metro Center,"Ste 700, Attn: Paul C. Palmer",Bethesda,MD,20814,United States,TRUE,FALSE,,
3,144,,13063,,,,,,,,,,,,,,Shipping,,Tex Shield,,3 Bethesda Metro Center,"Ste 700, Attn: Paul C. Palmer",Bethesda,MD,20814,United States,FALSE,TRUE,,
1,145,,13071,,,,,,,Ford Motor Co.,Ford Motor Co. - Missouri,Victoria Sessa,,,,,Mailing,,Ford Motor Co. - Missouri,,5850 Mercury Drive,,Dearborn,MI,48126,United States,FALSE,FALSE,60 Days  net,TRUE
2,145,,13071,,,,,,,,,,,,,,Billing,,Ford Motor Co. - Missouri,,5850 Mercury Drive,,Dearborn,MI,48126,United States,TRUE,FALSE,,
3,145,,13071,,,,,,,,,,,,,,Shipping,,Ford Motor Co. - Missouri,,1501 Claycomo Rd.,,Liberty,MO,64068-8939,United States,FALSE,TRUE,,
1,146,,13109,,,,,,,,Crown Packaging Corp. Antioch,Mark Mogar,,(800) 899-1595,,(636) 681-8398,Mailing,,Crown Packaging Corp. Antioch,,"1418 Antioch Pike, Suite 201",,Antioch,TN,37013,United States,FALSE,FALSE,Net 30,TRUE
2,146,,13109,,,,,,,,,,,,,,Billing,,Crown Packaging Corp. Antioch,,17854 Chesterfield Airport Rd.,,Chesterfield,MO,63005,United States,TRUE,FALSE,,
3,146,,13109,,,,,,,,,,,,,,Shipping,,Crown Packaging Corp. Antioch,,5050 Harding Place Road,,Nashville,TN,37211,United States,FALSE,TRUE,,
1,147,,13127,,,,,,,Ford Motor Co.,Ford Motor Co. - Dearborn Truck,Victoria Sessa,,(313) 594-2760,,(313) 323-2972,Mailing,,Ford Motor Co. - Dearborn Truck,,Dearborn Truck Plant,5850 Mercury Rd.,Dearborn,MI,48126,United States,FALSE,FALSE,60 Days  net,TRUE
2,147,,13127,,,,,,,,,,,,,,Billing,,Ford Motor Co. - Dearborn Truck,,5850 Mercury Rd.,,Dearborn,MI,48126,United States,TRUE,FALSE,,
3,147,,13127,,,,,,,,,,,,,,Shipping,,Ford Motor Co. - Dearborn Truck,,3001 Miller Rd.,Dearborn Truck/Paint Dept./General Stores,Dearborn,MI,48121,United States,FALSE,TRUE,,
1,148,,13148,,,,,,,Ford Motor Co.,Ford Motor Co. of Canada Ltd.,Victoria Sessa,,(905) 845-2511,,(905) 845-4078,Mailing,,Ford Motor Co. of Canada Ltd.,,5850 Mercury Dr.,,Dearborn,MI,48126,United States,FALSE,FALSE,60 Days  net,TRUE
2,148,,13148,,,,,,,,,,,,,,Billing,,Ford Motor Co. of Canada Ltd.,,5850 Mercury Dr.,,Dearborn,MI,48126,United States,TRUE,FALSE,,
3,148,,13148,,,,,,,,,,,,,,Shipping,,Ford Motor Co. of Canada Ltd.,,The Canadian Rd./Door 88/Gen. Stores,BROKER: Livingston,Oakville,ON,L6J 5C9,Canada,FALSE,TRUE,,
1,149,,13184,,,,,,,,"OBBCO Safety & Supply, Inc. (Motion Industries)",Mark Mogar,ap.corporate@obbcosafetysupply.com,(757) 420-4000,(800) 883-4001,(757) 523-1516,Mailing,,"OBBCO Safety & Supply, Inc. (Motion Industries)",,1737 South Park Court,,Chesapeake,VA,23320,United States,FALSE,FALSE,Net 30,TRUE
2,149,,13184,,,,,,,,,,,,,,Billing,,"OBBCO Safety & Supply, Inc. (Motion Industries)",,PO Box 1655,c/o Motion Industries,Birmingham,AL,35201,United States,TRUE,FALSE,,
3,149,,13184,,,,,,,,,,,,,,Shipping,,"OBBCO Safety & Supply, Inc. (Motion Industries)",,1737 South Park Court,,Chesapeake,VA,23320,United States,FALSE,TRUE,,
1,150,,13199,,,,,,,3M,"3M Company, Inc",,,,REP QUOTES,,Mailing,,"3M Company, Inc",,,,,,,,FALSE,FALSE,Net 30,TRUE
2,150,,13199,,,,,,,,,,,,,,Billing,,"3M Company, Inc",,P. O. Box 33121,,St. Paul,MN,55133,United States,TRUE,FALSE,,
3,150,,13199,,,,,,,,,,,,,,Shipping,,"3M Company, Inc",,,,,,,,FALSE,TRUE,,
1,153,,13226,,,,,,,Ford Motor Co.,Ford Motor Co. - Louisville Assembly,Victoria Sessa,,(502) 357-1819,,(502) 357-6711,Mailing,,Ford Motor Co. - Louisville Assembly,,5850 Mercury Dr.,,Dearborn,MI,48126,United States,FALSE,FALSE,60 Days  net,TRUE
2,153,,13226,,,,,,,,,,,,,,Billing,,Ford Motor Co. - Louisville Assembly,,5850 Mercury Dr.,,Dearborn,MI,48126,United States,TRUE,FALSE,,
3,153,,13226,,,,,,,,,,,,,,Shipping,,Ford Motor Co. - Louisville Assembly,,2000 Fern Valley Rd. ,General Stores,Louisville,KY,40213,United States,FALSE,TRUE,,
1,154,,13238,,,,,,,General Motors Corp.,General Motors Corp. - Hamtramck,Jake Sowers,,(313) 972-6443,,,Mailing,,General Motors Corp. - Hamtramck,,2500 E. General Motors Blvd.,,Detroit,MI,48211,United States,FALSE,FALSE,Net 30,TRUE
2,154,,13238,,,,,,,,,,,,,,Billing,,General Motors Corp. - Hamtramck,,PO BOX 982002,,El Paso,TX,79998-2002,United States,TRUE,FALSE,,
3,154,,13238,,,,,,,,,,,,,,Shipping,,General Motors Corp. - Hamtramck,,2500 E. General Motors Blvd.,Attn: Ann Kunitz - APA Stores GT 5,Detroit,MI,48211,United States,FALSE,TRUE,,
1,155,,13241,,,,,,,,"Tape Innovations, LLC",Ed Rodriguez,mkarnes@tapeinnovations.com,(817) 568-1212,,(817) 568-1295,Mailing,,"Tape Innovations, LLC",,"201 East Risinger Road, Ste. 101",,Fort Worth,TX,76140,United States,FALSE,FALSE,Net 30,TRUE
2,155,,13241,,,,,,,,,,,,,,Billing,,"Tape Innovations, LLC",,"201 East Risinger Road, Ste. 101",,Fort Worth,TX,76140,United States,TRUE,FALSE,,
3,155,,13241,,,,,,,,,,,,,,Shipping,,"Tape Innovations, LLC",,"201 East Risinger Road, Ste. 101",,Fort Worth,TX,76140,United States,FALSE,TRUE,,
1,156,,13248,,,,,,,,"McQ., Inc.",Mark Mogar,,(540) 373-2374,,(540) 891-7197,Mailing,,"McQ., Inc.",,1551 Forbes Street,,Fredericksburg,VA,22405,United States,FALSE,FALSE,Net 30,TRUE
2,156,,13248,,,,,,,,,,,,,,Billing,,"McQ., Inc.",,1551 Forbes Street,,Fredericksburg,VA,22405-1603,United States,TRUE,FALSE,,
3,156,,13248,,,,,,,,,,,,,,Shipping,,"McQ., Inc.",,1551 Forbes Street,,Fredericksburg,VA,22405,United States,FALSE,TRUE,,
1,157,,13276,,,,,,,Ford Motor Co.,Ford Motor Co. - Rawsonville,Victoria Sessa,,(734) 484-8845,,,Mailing,,Ford Motor Co. - Rawsonville,,,,,,,,FALSE,FALSE,60 Days  net,TRUE
2,157,,13276,,,,,,,,,,,,,,Billing,,Ford Motor Co. - Rawsonville,,5850 Mercury Dr.,,Dearborn,MI,48126,United States,TRUE,FALSE,,
3,157,,13276,,,,,,,,,,,,,,Shipping,,Ford Motor Co. - Rawsonville,,10300 Textile Road,,Ypsilanti,MI,48197,United States,FALSE,TRUE,,
1,158,,13293,,,,,,,,TriStar,Mark Mogar,,(800) 323-3311,(704) 598-9900,(704) 598-2800,Mailing,,TriStar,,,,,,,,FALSE,FALSE,Net 30,TRUE
2,158,,13293,,,,,,,,,,,,,,Billing,,TriStar,,906 Boston Turnpike,,Shrewsbury,MA,01545,United States,TRUE,FALSE,,
3,158,,13293,,,,,,,,,,,,,,Shipping,,TriStar,,6701-K Northpark Blvd.,,Charlotte,NC,28216,United States,FALSE,TRUE,,
1,159,,13310,,,,,,,,"Fujitsu Components America, Inc.",Ed Rodriguez,FCAI.AP@FUJITSU.COM; LKINGSTON@FCL-COMPONENTS.COM,(408) 745-4900,,(408) 745-4970,Mailing,,"Fujitsu Components America, Inc.",,"2290 North 1St Street, Suite 212",,San Jose,CA,95131,United States,FALSE,FALSE,Net 30,TRUE
2,159,,13310,,,,,,,,,,,,,,Billing,,"Fujitsu Components America, Inc.",,350 Cobalt Way M/S 160,,Sunnyvale,CA,94085,United States,TRUE,FALSE,,
3,159,,13310,,,,,,,,,,,,,,Shipping,,"Fujitsu Components America, Inc.",,"1650 Las Plumas Ave., Suite H",,San Jose,CA,95133,United States,FALSE,TRUE,,
1,160,,13312,,,,,,,Ford Motor Co.,"Ford Motor Co. - Pilot Plant, Allen Park",Victoria Sessa,,(313) 322-0389,,,Mailing,,"Ford Motor Co. - Pilot Plant, Allen Park",,,,,,,,FALSE,FALSE,60 Days  net,TRUE
2,160,,13312,,,,,,,,,,,,,,Billing,,"Ford Motor Co. - Pilot Plant, Allen Park",,17000 Oakwood Blvd.,,Allen Park,MI,48101,United States,TRUE,FALSE,,
3,160,,13312,,,,,,,,,,,,,,Shipping,,"Ford Motor Co. - Pilot Plant, Allen Park",,17000 Oakwood Blvd. ,Attn.: General Stores,Allen Park,MI,48101,United States,FALSE,TRUE,,
1,161,,13322,,,,,,,Ford Motor Co.,Ford Motor Co. - Ohio Assembly Plant-Avon Lake,Victoria Sessa,,(440) 933-1131,,(800) 213-0893,Mailing,,Ford Motor Co. - Ohio Assembly Plant-Avon Lake,,,,,,,,FALSE,FALSE,60 Days  net,TRUE
2,161,,13322,,,,,,,,,,,,,,Billing,,Ford Motor Co. - Ohio Assembly Plant-Avon Lake,,650 Miller Road,,Avon Lake,OH,44012,United States,TRUE,FALSE,,
3,161,,13322,,,,,,,,,,,,,,Shipping,,Ford Motor Co. - Ohio Assembly Plant-Avon Lake,,650 Miller Road,,Avon Lake,OH,44012,United States,FALSE,TRUE,,
1,162,,13333,,,,,,,Ford Motor Co.,Ford Motor Co. - Romulus  AF30A,Victoria Sessa,,(734) 942-6166,,,Mailing,,Ford Motor Co. - Romulus  AF30A,,,,,,,,FALSE,FALSE,60 Days  net,TRUE
2,162,,13333,,,,,,,,,,,,,,Billing,,Ford Motor Co. - Romulus  AF30A,,FCSD Parts Redistribution Center,25555 Pennsylvania Road,Romulus,MI,48174,United States,TRUE,FALSE,,
3,162,,13333,,,,,,,,,,,,,,Shipping,,Ford Motor Co. - Romulus  AF30A,,FCSD Parts Redistribution Center,25555 Pennsylvania Road,Romulus,MI,48174,United States,FALSE,TRUE,,
1,163,,13348,,,,,,,Chrysler,Chrysler - Warren Truck Assembly,Jake Sowers,,(586) 497-2400,(586) 274-7676,,Mailing,,Chrysler - Warren Truck Assembly,,21500 Mound Rd.,,Warren,MI,48091,United States,FALSE,FALSE,Net 30,FALSE
2,163,,13348,,,,,,,,,,,,,,Billing,,Chrysler - Warren Truck Assembly,,800 Chrysler Dr.,,Auburn Hills,MI,48326,United States,TRUE,FALSE,,
3,163,,13348,,,,,,,,,,,,,,Shipping,,Chrysler - Warren Truck Assembly,,21500 Mound Rd.,,Warren,MI,48091,United States,FALSE,TRUE,,
1,164,,13371,,,,,,,,Rockwell Collins (Collins Aerospace),Mark Mogar,,(319) 295-1000,,,Mailing,,Rockwell Collins (Collins Aerospace),,400 Collins Rd. NE,,Cedar Rapids,IA,52498,United States,FALSE,FALSE,,TRUE
2,164,,13371,,,,,,,,,,,,,,Billing,,Rockwell Collins (Collins Aerospace),,100 W Hibiscus Blvd,,Melbourne,FL,32901,United States,TRUE,FALSE,,
3,164,,13371,,,,,,,,,,,,,,Shipping,,Rockwell Collins (Collins Aerospace),,,,,,,,FALSE,TRUE,,
1,165,,13376,,,,,,,Ford Motor Co.,Ford Motor Co. - Cleveland Engine 1 ,Victoria Sessa,,(216) 676-2947,,,Mailing,,Ford Motor Co. - Cleveland Engine 1 ,,,,,,,,FALSE,FALSE,60 Days  net,TRUE
2,165,,13376,,,,,,,,,,,,,,Billing,,Ford Motor Co. - Cleveland Engine 1 ,,17601 Brookpark Road,,Brookpark,OH,44142,United States,TRUE,FALSE,,
3,165,,13376,,,,,,,,,,,,,,Shipping,,Ford Motor Co. - Cleveland Engine 1 ,,17601 Brookpark Road,,Brookpark,OH,44142,United States,FALSE,TRUE,,
1,166,,13380,,,,,,,Ford Motor Co.,Ford Motor Co. - Chicago Assembly,Victoria Sessa,,(773) 646-7343,,,Mailing,,Ford Motor Co. - Chicago Assembly,,,,,,,,FALSE,FALSE,60 Days  net,TRUE
2,166,,13380,,,,,,,,,,,,,,Billing,,Ford Motor Co. - Chicago Assembly,,12600 S. Torrence Avenue,,Chicago,IL,60633,United States,TRUE,FALSE,,
3,166,,13380,,,,,,,,,,,,,,Shipping,,Ford Motor Co. - Chicago Assembly,,12600 S. Torrence Avenue,General Stores,Chicago,IL,60633,United States,FALSE,TRUE,,
1,167,,13388,,,,,,,,Consumer Product Testing Co.,Matthew Kay,ACCOUNTINGSTAFF@CPTCLABS.COM ,(973) 808-7111,,(973) 808-7234,Mailing,,Consumer Product Testing Co.,,70 New Dutch Lane,,Fairfield,NJ,07004,United States,FALSE,FALSE,Net 30,TRUE
2,167,,13388,,,,,,,,,,,,,,Billing,,Consumer Product Testing Co.,,70 New Dutch Lane,,Fairfield,NJ,07004,United States,TRUE,FALSE,,
3,167,,13388,,,,,,,,,,,,,,Shipping,,Consumer Product Testing Co.,,70 New Dutch Lane,,Fairfield,NJ,07004,United States,FALSE,TRUE,,
1,169,,13417,,,,,,,Chrysler,Chrysler Toledo Assembly Plant,Jake Sowers,,(419) 727-2800,,,Mailing,,Chrysler Toledo Assembly Plant,,Corporate Accts Payable,PO Box 537927,Livonia,MI,48153,United States,FALSE,FALSE,Net 30,TRUE
2,169,,13417,,,,,,,,,,,,,,Billing,,Chrysler Toledo Assembly Plant,,Corporate Accts Payable,PO Box 537927,Livonia,MI,48153,United States,TRUE,FALSE,,
3,169,,13417,,,,,,,,,,,,,,Shipping,,Chrysler Toledo Assembly Plant,,4400 Chrysler Dr,,Toledo,OH,43608,United States,FALSE,TRUE,,
1,170,,13420,,,,,,,Ellsworth,Ellsworth Adhesives -  Germantown (WI),Jake Sowers,payables@ellsworth.com,(262) 253-8600,,(262) 253-8617,Mailing,,Ellsworth Adhesives -  Germantown (WI),,W 129 N 10825,Washington Dr.,Germantown,WI,53022,United States,FALSE,FALSE,net 50,TRUE
2,170,,13420,,,,,,,,,,,,,,Billing,,Ellsworth Adhesives -  Germantown (WI),,P. O. Box 1002,,Germantown,WI,53022,United States,TRUE,FALSE,,
3,170,,13420,,,,,,,,,,,,,,Shipping,,Ellsworth Adhesives -  Germantown (WI),,W 129 N 10825 Washington Drive,,Germantown,WI,53022,United States,FALSE,TRUE,,
1,171,,13423,,,,,,,,Proto Labels,Alexandra Clayton,,(410) 296-1884,(443) 744-0368,,Mailing,,Proto Labels,,101 South Kane Street,,Baltimore,MD,21224,United States,FALSE,FALSE,Net 30,FALSE
2,171,,13423,,,,,,,,,,,,,,Billing,,Proto Labels,,101 South Kane Street,,Baltimore,MD,21224,United States,TRUE,FALSE,,
3,171,,13423,,,,,,,,,,,,,,Shipping,,Proto Labels,,101 South Kane Street,,Baltimore,MD,21224,United States,FALSE,TRUE,,
1,172,,13425,,,,,,,,Dillon Supply,Mark Mogar,,(540) 434-0778,(919) 838-4262,(540) 434-2908,Mailing,,Dillon Supply,,440 Civic Boulevard,,Raleigh,NC,27610,United States,FALSE,FALSE,Net 30,TRUE
2,172,,13425,,,,,,,,,,,,,,Billing,,Dillon Supply,,P. O. Box 14535,,Raleigh,NC,27620,United States,TRUE,FALSE,,
3,172,,13425,,,,,,,,,,,,,,Shipping,,Dillon Supply,,1551 North Liberty Street,,Harrisonburg,VA,22802,United States,FALSE,TRUE,,
1,173,,13460,,,,,,,Ford Motor Co.,Ford Motor Co. - Flat Rock,Victoria Sessa,,(734) 782-6466,(313) 322-4350,,Mailing,,Ford Motor Co. - Flat Rock,,,,,,,,FALSE,FALSE,60 Days  net,TRUE
2,173,,13460,,,,,,,,,,,,,,Billing,,Ford Motor Co. - Flat Rock,,One International Drive,,Flat Rock,MI,48134,United States,TRUE,FALSE,,
3,173,,13460,,,,,,,,,,,,,,Shipping,,Ford Motor Co. - Flat Rock,,One International Drive,Attn: General Stores,Flat Rock,MI,48134,United States,FALSE,TRUE,,
1,174,,13463,,,,,,,Ford Motor Co.,Ford Motor Co. - Village Road,Victoria Sessa,,(313) 220-9297,(313) 322-4350,,Mailing,,Ford Motor Co. - Village Road,,,,,,,,FALSE,FALSE,60 Days  net,TRUE
2,174,,13463,,,,,,,,,,,,,,Billing,,Ford Motor Co. - Village Road,,1451 Village Road,,Dearborn,MI,48121,United States,TRUE,FALSE,,
3,174,,13463,,,,,,,,,,,,,,Shipping,,Ford Motor Co. - Village Road,,1451 Village Road/Central Crib,Engine Services Building,Dearborn,MI,48121,United States,FALSE,TRUE,,
1,175,,13479,,,,,,,Ford Motor Co.,Ford Motor Co. - T & C Sharonville,Victoria Sessa,,(513) 782-7359,,,Mailing,,Ford Motor Co. - T & C Sharonville,,,,,,,,FALSE,FALSE,60 Days  net,TRUE
2,175,,13479,,,,,,,,,,,,,,Billing,,Ford Motor Co. - T & C Sharonville,,3000 Sharon Road,,Sharonville,OH,45241,United States,TRUE,FALSE,,
3,175,,13479,,,,,,,,,,,,,,Shipping,,Ford Motor Co. - T & C Sharonville,,3000 Sharon Road,Attn: Tool Room,Sharonville,OH,45241,United States,FALSE,TRUE,,
1,176,,13483,,,,,,,Ford Motor Co.,Ford Motor Co. - Kansas City Assembly,Victoria Sessa,,(816) 459-1538,,,Mailing,,Ford Motor Co. - Kansas City Assembly,,,,,,,,FALSE,FALSE,60 Days  net,TRUE
2,176,,13483,,,,,,,,,,,,,,Billing,,Ford Motor Co. - Kansas City Assembly,,U S Hwy. 69,,Claycomo,MO,64119,United States,TRUE,FALSE,,
3,176,,13483,,,,,,,,,,,,,,Shipping,,Ford Motor Co. - Kansas City Assembly,,8121 NE U S Hwy. 69,Attn General Stores,Claycomo,MO,64119,United States,FALSE,TRUE,,
1,177,,13489,,,,,,,Ford Motor Co.,Ford Motor Co. - Kansas City Paint,Victoria Sessa,,(816) 459-1538,,,Mailing,,Ford Motor Co. - Kansas City Paint,,,,,,,,FALSE,FALSE,60 Days  net,TRUE
2,177,,13489,,,,,,,,,,,,,,Billing,,Ford Motor Co. - Kansas City Paint,,1601 Claycomo RD /Paint Facility,,Liberty,MO,64068-0009,United States,TRUE,FALSE,,
3,177,,13489,,,,,,,,,,,,,,Shipping,,Ford Motor Co. - Kansas City Paint,,1601 Claycomo RD /Paint Facility,,Liberty,MO,64068-0009,United States,FALSE,TRUE,,
