Item Name/Number,Internal Id,PACKAGING/FINISHING INSTRUCTIONS,Production Instruction
7004,1072,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 35'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 100 Parts
Box Size –  Best Fit Per Qty
Qty. Per Box – 1 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 100
Length per roll/unit –  35'
Finish – On Press
Application – "
7023,1073,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 183'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – Cardboard
Bag Size – 
Qty. Per Bag – 500 Parts
Box Size –  16.5 x 16.5 x 8
Qty. Per Box – 2,500 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 250
Length per roll/unit –  183'
Finish – On Press
Application – "
7024,1074,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 183'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – Cardboard
Bag Size – 
Qty. Per Bag – 250 Parts
Box Size –  8 x 8 x 8
Qty. Per Box – 1 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 250
Length per roll/unit –  183'
Finish – On Press
Application – "
7046,1075,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 63'
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 2""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 2 Rolls
Box Size –  16.5 x 16.5 x 8
Qty. Per Box – 10 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Plastic 0.10"" HDPE
Width – 2""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  63'
Finish – On Press
Application – "
7047,1076,"Number Across Run/Finish –  2/1
Where Finished –  On Press
Length per Roll/Unit – 261'
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 1.75""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 4 Rolls
Box Size –  10 x 10 x 10
Qty. Per Box – 20 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Plastic 0.10"" HDPE
Width – 1.75""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  261'
Finish – On Press
Application – "
7052,1077,"Number Across Run/Finish –  4/1
Where Finished –  Web Techniques
Length per Roll/Unit – 136'
Core Type –  1"" Paper 1/8"" White White
Core Width – 0.875""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  14 x 14 x 8
Qty. Per Box – 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  1"" Paper 1/8"" White White
Width – 0.875""
Number Across Run/FInish –  4/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  136'
Finish – Web Techniques
Application – "
7055,1078,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 61'
Core Type –  3"" Paper 3/8"" Brown Brown
Core Width – 7.5""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  Best Fit Per Qty
Qty. Per Box – 1 Roll
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 3/8"" Brown Brown
Width – 7.5""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Foam Out
Unwind Dir. Finish –  Foam Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 280
Length per roll/unit –  61'
Finish – On Press
Application – "
7061,1079,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 10""
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 5 Each
Box Size –  10 x 10 x 10
Qty. Per Box – 2,150 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 5
Length per roll/unit –  10""
Finish – On Press
Application – "
7081,1080,"Number Across Run/Finish –  4/1
Where Finished –  On Press
Length per Roll/Unit – 170 Yd
Core Type –  N/A
Core Width – N/A
Core Label – Yes - on bag
Dividers – 
Bag Size – 
Qty. Per Bag – 5 M
Box Size –  12 x 12 x 12
Qty. Per Box – 63,720 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  4/1
Core Label – Yes - on bag
±10% –  No
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 5,000
Length per roll/unit –  170 Yd
Finish – On Press
Application – "
7082,1081,"Number Across Run/Finish –  4/1
Where Finished –  On Press
Length per Roll/Unit – 323 Yd
Core Type –  N/A
Core Width – N/A
Core Label – Yes - on bag
Dividers – 
Bag Size – 
Qty. Per Bag – 5 M
Box Size –  14 x 14 x 10
Qty. Per Box – 60,264 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  4/1
Core Label – Yes - on bag
±10% –  No
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 5,000
Length per roll/unit –  323 Yd
Finish – On Press
Application – "
7086,1082,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 14'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – Paper
Bag Size – 
Qty. Per Bag – 25 Each
Box Size –  12 x 12 x 12
Qty. Per Box – 750 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 25
Length per roll/unit –  14'
Finish – On Press
Application – "
7126,1083,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 834'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 2.5 M
Box Size –  11 x 11 x 14
Qty. Per Box – 3 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 2,500
Length per roll/unit –  834'
Finish – On Press
Application – "
7145,1084,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 177'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 2.75""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 5 Rolls
Box Size –  Various Sizes
Qty. Per Box – 5 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 2.75""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  177'
Finish – On Press
Application – "
7158,1085,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 9'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 200 Each
Box Size –  
Qty. Per Box – See Note 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 200
Length per roll/unit –  9'
Finish – On Press
Application – "
7166,1086,"Number Across Run/Finish –  2/1
Where Finished –  Web Techniques
Length per Roll/Unit – 500'
Core Type –  3"" Paper (1/8"" wall)
Core Width – 4.125""
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  10 x 10 x 10
Qty. Per Box – 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper (1/8"" wall)
Width – 4.125""
Number Across Run/FInish –  2/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 500
Length per roll/unit –  500'
Finish – Web Techniques
Application – "
7180,1087,"Number Across Run/Finish –  12/1
Where Finished –  On Press
Length per Roll/Unit – 300'
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 0.625""
Core Label – Yes
Dividers – Paper
Bag Size – 
Qty. Per Bag – 12 Rolls
Box Size –  Best Fit Per Qty
Qty. Per Box – 43 M
Weight/box – 
Box Per Pallet – 36
Pallet Type – ","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 0.625""
Number Across Run/FInish –  12/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 3,583
Length per roll/unit –  300'
Finish – On Press
Application – "
7191,1088,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 1,000'
Core Type –  As Recd.
Core Width – 1.4375""
Core Label – 
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  11 x 11 x 14
Qty. Per Box – 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  As Recd.
Width – 1.4375""
Number Across Run/FInish –  1/1
Core Label – 
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  1,000'
Finish – Off Press
Application – "
7194,1089,"Number Across Run/Finish –  2/1
Where Finished –  On Press
Length per Roll/Unit – 300'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 3.25""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 4 Rolls
Box Size –  10 x 10 x 10
Qty. Per Box – 5 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 3.25""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,250
Length per roll/unit –  300'
Finish – On Press
Application – "
7195,1090,"Number Across Run/Finish –  2/1
Where Finished –  On Press
Length per Roll/Unit – 300'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 3""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 4 Rolls
Box Size –  11 x 11 x 8
Qty. Per Box – 5 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 3""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,250
Length per roll/unit –  300'
Finish – On Press
Application – "
7196,1091,"Number Across Run/Finish –  3/3
Where Finished –  On Press
Length per Roll/Unit – 245'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 6.25""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Rolls
Box Size –  8 x 8 x 8
Qty. Per Box – 3 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 6.25""
Number Across Run/FInish –  3/3
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,500
Length per roll/unit –  245'
Finish – On Press
Application – "
7211,1092,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 417'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 0.25 M
Box Size –  14 x 14 x 8
Qty. Per Box –  M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 250
Length per roll/unit –  417'
Finish – On Press
Application – "
7233,1093,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 37'
Core Type –  N/A
Core Width – N/A
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  Custom-folding
Qty. Per Box – 500 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 25
Length per roll/unit –  37'
Finish – On Press
Application – "
7262,1094,"Number Across Run/Finish –  3/1
Where Finished –  On Press
Length per Roll/Unit – N/A
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  Best Fit Per Qty
Qty. Per Box – 50 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  3/1
Core Label – No
±10% –  No
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  N/A
Finish – On Press
Application – "
7263,1095,"Number Across Run/Finish –  3/1
Where Finished –  On Press
Length per Roll/Unit – N/A
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  Custom-folding
Qty. Per Box – Best fit per order 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  3/1
Core Label – No
±10% –  No
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 10
Length per roll/unit –  N/A
Finish – On Press
Application – "
7264,1096,"Number Across Run/Finish –  2/1
Where Finished –  On Press
Length per Roll/Unit – N/A
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  11 x 11 x 8
Qty. Per Box – 5 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  2/1
Core Label – No
±10% –  No
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  N/A
Finish – On Press
Application – "
7272,1097,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 105'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 3.750""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 2 Rolls
Box Size –  12 x 12 x 13
Qty. Per Box – 8 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 3.750""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – See Drawing
Unwind Dir. Finish –  See Drawing
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 2,500
Length per roll/unit –  105'
Finish – On Press
Application – "
7273,1098,"Number Across Run/Finish –  3/1
Where Finished –  On Press
Length per Roll/Unit – 706'
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 1.5""
Core Label – Yes
Dividers – Lexmark style
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  12 x 12 x 12
Qty. Per Box – 100 M
Weight/box – 14
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Plastic 0.10"" HDPE
Width – 1.5""
Number Across Run/FInish –  3/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – See Note
Unwind Dir. Finish –  See Note
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Ask
Pieces per roll/Unit – 12,500
Length per roll/unit –  706'
Finish – On Press
Application – "
7274,1099,"Number Across Run/Finish –  4/1
Where Finished –  On Press
Length per Roll/Unit – 1,086'
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 31.7 mm
Core Label – Yes
Dividers – Lexmark style
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  10 x 10 x 10
Qty. Per Box – 100 M
Weight/box – 14
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Plastic 0.10"" HDPE
Width – 31.7 mm
Number Across Run/FInish –  4/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – See Note
Unwind Dir. Finish –  See Note
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Ask
Pieces per roll/Unit – 12,500
Length per roll/unit –  1,086'
Finish – On Press
Application – "
7296,1100,"Number Across Run/Finish –  4/1
Where Finished –  Off Press
Length per Roll/Unit – 882'
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 31.7 mm
Core Label – Yes
Dividers – Lexmark style
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  16 1/2 x 8 1/2 x 13
Qty. Per Box – 100 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Plastic 0.10"" HDPE
Width – 31.7 mm
Number Across Run/FInish –  4/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – See Note
Unwind Dir. Finish –  See Note
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 12,500
Length per roll/unit –  882'
Finish – Off Press
Application – "
7307,1101,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 11'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 50 
Box Size –  14 x 14 x 8
Qty. Per Box – 250 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 250
Length per roll/unit –  11'
Finish – On Press
Application – "
7321,1102,"Number Across Run/Finish –  3/1
Where Finished –  On Press
Length per Roll/Unit – 46'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 600 
Box Size –  8 x 8 x 8
Qty. Per Box – 2,400 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  3/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 600
Length per roll/unit –  46'
Finish – On Press
Application – "
7324,1103,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 3'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 25 Each
Box Size –  Best Fit Per Qty
Qty. Per Box – 100 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  3'
Finish – On Press
Application – "
7325,1104,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 2'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 25 
Box Size –  14 x 14 x 8
Qty. Per Box – 100 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  2'
Finish – On Press
Application – "
7374,1105,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 180
Core Type –  N/A
Core Width – As Rec'd
Core Label – 
Dividers – 
Bag Size – 
Qty. Per Bag – As Received 
Box Size –  14 x 14 x 8
Qty. Per Box – As Received 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – As Rec'd
Number Across Run/FInish –  1/1
Core Label – 
±10% –  
Unwind Dir. Run – 
Unwind Dir. Finish –  
Diecut/Continuous/Sheet –  Continuous
Partial Case –  
Pieces per roll/Unit – 
Length per roll/unit –  180
Finish – Off Press
Application – "
7393,1106,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 77'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 3.25""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 3 Rolls
Box Size –  10 x 10 x 10
Qty. Per Box – 3 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 3.25""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 250
Length per roll/unit –  77'
Finish – On Press
Application – "
7413,1107,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 42'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  14 x 14 x 8
Qty. Per Box –  M
Weight/box – 
Box Per Pallet – 27
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Ask CS
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Ask
Pieces per roll/Unit – 40
Length per roll/unit –  42'
Finish – On Press
Application – "
7450,1108,"Number Across Run/Finish –  1/
Where Finished –  Off Press
Length per Roll/Unit – 180
Core Type –  N/A
Core Width – As Rec'd
Core Label – 
Dividers – 
Bag Size – 
Qty. Per Bag – As Received 
Box Size –  12 x 12 x 10
Qty. Per Box – As Received 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – As Rec'd
Number Across Run/FInish –  1/
Core Label – 
±10% –  
Unwind Dir. Run – N/A
Unwind Dir. Finish –  
Diecut/Continuous/Sheet –  Continuous
Partial Case –  
Pieces per roll/Unit – 
Length per roll/unit –  180
Finish – Off Press
Application – "
7458,1109,"Number Across Run/Finish –  9/1
Where Finished –  On Press
Length per Roll/Unit – 60 Yd
Core Type –  3"" Paper 0.180"" Brown Brown
Core Width – 5.938""
Core Label – Yes
Dividers – Paper
Bag Size – 
Qty. Per Bag – 2 Rolls
Box Size –  6 x 6 x 6
Qty. Per Box – 8 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 0.180"" Brown Brown
Width – 5.938""
Number Across Run/FInish –  9/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – "
7468,1110,"Number Across Run/Finish –  20/1
Where Finished –  On Press
Length per Roll/Unit – 615'
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 0.125""
Core Label – No
Dividers – Paper
Bag Size – 
Qty. Per Bag – 2 Rolls
Box Size –  14 x 14 x 8
Qty. Per Box – 4 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Plastic 0.10"" HDPE
Width – 0.125""
Number Across Run/FInish –  20/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – Non-Woven Out
Unwind Dir. Finish –  Non-Woven Out
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  615'
Finish – On Press
Application – "
7470,1111,"Number Across Run/Finish –  1/
Where Finished –  Off Press
Length per Roll/Unit – 180
Core Type –  N/A
Core Width – As Rec'd
Core Label – 
Dividers – 
Bag Size – 
Qty. Per Bag – As Received 
Box Size –  14 x 14 x 8
Qty. Per Box – As Received 
Weight/box – 0
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – As Rec'd
Number Across Run/FInish –  1/
Core Label – 
±10% –  
Unwind Dir. Run – N/A
Unwind Dir. Finish –  
Diecut/Continuous/Sheet –  Continuous
Partial Case –  
Pieces per roll/Unit – 
Length per roll/unit –  180
Finish – Off Press
Application – "
7482,1112,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 335'
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 5""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 2 Rolls
Box Size –  16 x 16 x 16
Qty. Per Box – 2 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Plastic 0.10"" HDPE
Width – 5""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts In
Unwind Dir. Finish –  Parts In
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 500
Length per roll/unit –  335'
Finish – On Press
Application – "
