Item Name/Number,Display Name/Code,Vendor Name/Code,Primary Units Type Internal ID,Primary Units Type,Primary Stock Unit,Primary Purchase Unit,Primary Consumption Unit,Primary Sales Unit,Description,Department,Location,PACKAGING/FINISHING INSTRUCTIONS,PACKAGING/FINISHING INSTRUCTIONS COMMENTS,P & S INSTRUCTIONS,PRODUCTION & SPECIAL INSTRUCTIONS,P & S COMMENTS,PRODUCTION & SPECIAL INSTRUCTIONS COMMENTS,Track Landed Cost,Costing Method,Cost Category,Purchase Description,Use Bin,Item Weight,Base Price,COGS Account,Asset Account,Income Account,WIP Account,Scrap Account,Tax Schedule,Ink,Watermark,Status Notes
7889,"Slit Tape 3M 301+ 12"" x 60Yd",7889,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Tape - 3M 301+ - 12"" x 60Yd",,Strouse-HQ,"Number Across Run/Finish –  4/1
Where Finished –  On Press
Length per Roll/Unit – 60 Yd
Core Type –  3"" Paper 0.180"" Brown Brown
Core Width – 12.0""
Core Label – Yes
Dividers – Paper
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  Best Fit Per Qty
Qty. Per Box – 4 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  3"" Paper 0.180"" Brown Brown
Width – 12.0""
Number Across Run/FInish –  4/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – ","Core  –  3"" Paper 0.180"" Brown Brown
Width – 12.0""
Number Across Run/FInish –  4/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,98.16,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
7890,Slit Tape 3M 56 See WO,See work order,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,Slit Tape - 3M 56 - See WO,,Strouse-HQ,"Number Across Run/Finish –  ?/1
Where Finished –  On Press
Length per Roll/Unit – 100 Yd
Core Type –  As Recd.
Core Width – N/A
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  Best Fit Per Qty
Qty. Per Box – Best fit 
Weight/box – 
Box Per Pallet – 
Pallet Type – ",Place a core label on the core.  Trim to fit (if needed).,"Core  –  As Recd.
Width – N/A
Number Across Run/FInish –  ?/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  100 Yd
Finish – On Press
Application – ","Core  –  As Recd.
Width – N/A
Number Across Run/FInish –  ?/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  100 Yd
Finish – On Press
Application – ",Need 100 yd. master rolls on PLASTIC CORES,Need 100 yd. master rolls on PLASTIC CORES,TRUE,Average,Default Cost Category,,TRUE,,83.4024,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,4/19/2023 - RB - Need to order material on plastic cores.
7902,Slit Roll Nitto RB200S See Work order,7902,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,Slit Roll - Nitto RB200S - See Work order,,Strouse-HQ,"Number Across Run/Finish –  ?/1
Where Finished –  On Press
Length per Roll/Unit – 656'
Core Type –  As Recd.
Core Width – Various
Core Label – Yes
Dividers – Paper
Bag Size – 
Qty. Per Bag – Best fit 
Box Size –  10 x 6 x 3.75
Qty. Per Box – Best fit 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Package best fit per order quantity and slit width.

Include a C of C w/ material Shelf Life information, and a Nitto Cert.","Core  –  As Recd.
Width – Various
Number Across Run/FInish –  ?/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1
Length per roll/unit –  656'
Finish – On Press
Application – ","Core  –  As Recd.
Width – Various
Number Across Run/FInish –  ?/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1
Length per roll/unit –  656'
Finish – On Press
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,43.25,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
7906,"Slit Roll 3M 213 3.0"" x 60Yd",MSD02822,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Roll - 3M 213 - 3.0"" x 60Yd",,Strouse-HQ,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 180'
Core Type –  N/A
Core Width – 3.0""
Core Label – No
Dividers – As Received
Bag Size – 
Qty. Per Bag – As Received 
Box Size –  14 x 14 x 8
Qty. Per Box – As Received 
Weight/box – 0
Box Per Pallet – As Received
Pallet Type – ","BOXED ITEM

Include 3M cert","Core  –  N/A
Width – 3.0""
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  180'
Finish – Off Press
Application – ","Core  –  N/A
Width – 3.0""
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  180'
Finish – Off Press
Application – ",BOXED ITEM,BOXED ITEM,TRUE,Average,Default Cost Category,,TRUE,,69.35,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Boxed Item,
7913,"Slit Roll 3M 1533L 3.0"" x 72Yd",See work order,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Roll - 3M 1533L - 3.0"" x 72Yd",,Strouse-HQ,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 216'
Core Type –  N/A
Core Width – 3.0""
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 4 Rolls
Box Size –  14 x 14 x 8
Qty. Per Box – 16 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",BOXED ITEM,"Core  –  N/A
Width – 3.0""
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  216'
Finish – Off Press
Application – ","Core  –  N/A
Width – 3.0""
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  216'
Finish – Off Press
Application – ",BOXED ITEM,BOXED ITEM,TRUE,Average,Default Cost Category,,TRUE,,31.39,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Boxed Item,
7914,"Slit Roll 3M 1533L 6.0"" x 72Yd",See work order,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Roll - 3M 1533L - 6.0"" x 72Yd",,Strouse-HQ,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 216'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 2 Rolls
Box Size –  8 x 8 x 8
Qty. Per Box – 8 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",BOXED ITEM,"Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  216'
Finish – Off Press
Application – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  216'
Finish – Off Press
Application – ",BOXED ITEM,BOXED ITEM,TRUE,Average,Default Cost Category,,TRUE,,63.01,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Boxed Item,
7930,"Slit Tape 3M 9495LE 2"" x 180'",9495LE,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Tape - 3M 9495LE - 2"" x 180'",,Strouse-HQ,"Number Across Run/Finish –  26/1
Where Finished –  On Press
Length per Roll/Unit – 60 Yd
Core Type –  As Recd.
Core Width – 2""
Core Label – Yes
Dividers – Paper
Bag Size – 
Qty. Per Bag – 4 Rolls
Box Size –  14 x 14 x 14
Qty. Per Box – 4 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  As Recd.
Width – 2""
Number Across Run/FInish –  26/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – ","Core  –  As Recd.
Width – 2""
Number Across Run/FInish –  26/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,100,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
7933,"Slit foam Tape ST-2115, 1/2"" Thick 1.0"" x 20'",896032,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit foam Tape - ST-2115, 1/2"" Thick - 1.0"" x 20'",,Strouse-HQ,"Number Across Run/Finish –  25/1
Where Finished –  On Press
Length per Roll/Unit – 20'
Core Type –  See Notes
Core Width – 1.0""
Core Label – No
Dividers – Paper top & Bottom
Bag Size – 
Qty. Per Bag – 
Box Size –  12 x 12 x 13
Qty. Per Box – 14 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Paper divider; top & bottom of box only.

Include Strouse C of C.","Core  –  See Notes
Width – 1.0""
Number Across Run/FInish –  25/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  20'
Finish – On Press
Application – ","Core  –  See Notes
Width – 1.0""
Number Across Run/FInish –  25/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  20'
Finish – On Press
Application – ",P3: For production reporting use 25 rolls per log.,P3: For production reporting use 25 rolls per log.,TRUE,Average,Default Cost Category,,TRUE,,14.8473,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
7947,"Tape 3M 231 1"" x 60Yd",547800310,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Tape - 3M 231 - 1"" x 60Yd",,Strouse-HQ,"Number Across Run/Finish –  29/1
Where Finished –  On Press
Length per Roll/Unit – 180'
Core Type –  3"" Paper 0.180"" Brown Brown
Core Width – 1""
Core Label – Yes
Dividers – Paper
Bag Size – 
Qty. Per Bag – 9 Rolls
Box Size –  12 x 12 x 10
Qty. Per Box – 36 Rolls
Weight/box – 19
Box Per Pallet – 
Pallet Type – ",,"Core  –  3"" Paper 0.180"" Brown Brown
Width – 1""
Number Across Run/FInish –  29/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – Adh. In 
Unwind Dir. Finish –  Adh. In 
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1
Length per roll/unit –  180'
Finish – On Press
Application – ","Core  –  3"" Paper 0.180"" Brown Brown
Width – 1""
Number Across Run/FInish –  29/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – Adh. In 
Unwind Dir. Finish –  Adh. In 
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1
Length per roll/unit –  180'
Finish – On Press
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,9.28,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
7975,"Slit Roll ABI 7405 30"" x 200Yd",17313,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Roll - ABI 7405 - 30"" x 200Yd",,Strouse-HQ,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 600'
Core Type –  N/A
Core Width – 30""
Core Label – No
Dividers – As received
Bag Size – 
Qty. Per Bag – As received 
Box Size –  8 x 8 x 8
Qty. Per Box – As received 
Weight/box – 0
Box Per Pallet – As received
Pallet Type – ","BOXED ITEM

Material Certificate Requirements:
Must be on supplier's letterhead ""C of C""; (not manufacturer's).
Must include DiMax PO Number and Part Number.
Must include Origin Date, Shelf Life and Expiration Date of adhesive (if applicable).","Core  –  N/A
Width – 30""
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  600'
Finish – Off Press
Application – ","Core  –  N/A
Width – 30""
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  600'
Finish – Off Press
Application – ",BOXED ITEM,BOXED ITEM,TRUE,Average,Default Cost Category,,TRUE,,149.26,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Boxed Item,
7996,"Slit Tape DC-PEF06A Black 0.75"" x 36Yd",895932,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Tape - DC-PEF06A Black - 0.75"" x 36Yd",,Strouse-HQ,"Number Across Run/Finish –  1/
Where Finished –  
Length per Roll/Unit – 
Core Type –  N/A
Core Width – As Rec'd
Core Label – 
Dividers – 
Bag Size – 
Qty. Per Bag – As Received 
Box Size –  14 x 14 x 8
Qty. Per Box – As Received 
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  N/A
Width – As Rec'd
Number Across Run/FInish –  1/
Core Label – 
±10% –  Yes
Unwind Dir. Run – 
Unwind Dir. Finish –  
Diecut/Continuous/Sheet –  
Partial Case –  No
Pieces per roll/Unit – 
Length per roll/unit –  
Finish – 
Application – ","Core  –  N/A
Width – As Rec'd
Number Across Run/FInish –  1/
Core Label – 
±10% –  Yes
Unwind Dir. Run – 
Unwind Dir. Finish –  
Diecut/Continuous/Sheet –  
Partial Case –  No
Pieces per roll/Unit – 
Length per roll/unit –  
Finish – 
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,7.17,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Boxed Item,
8003,"Slit Roll 3M 467MP 24"" x 60Yd",467MP/24,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Roll - 3M 467MP - 24"" x 60Yd",,Strouse-HQ,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 180'
Core Type –  N/A
Core Width – 24.0""
Core Label – No
Dividers – As Received
Bag Size – 
Qty. Per Bag – As Received 
Box Size –  12 x 12 x 10
Qty. Per Box – As Received 
Weight/box – 0
Box Per Pallet – As Received
Pallet Type – ",BOXED ITEM,"Core  –  N/A
Width – 24.0""
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  180'
Finish – Off Press
Application – ","Core  –  N/A
Width – 24.0""
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  180'
Finish – Off Press
Application – ",BOXED ITEM,BOXED ITEM,TRUE,Average,Default Cost Category,,TRUE,,258,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Boxed Item,
8021,"Slit Roll 3M 231 masking tape 1/8"" x 60Yd",8021,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Roll - 3M 231 masking tape   - 1/8"" x 60Yd",,Strouse-HQ,"Number Across Run/Finish –  448/1
Where Finished –  On Press
Length per Roll/Unit – 180'
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 0.125""
Core Label – No
Dividers – Paper
Bag Size – 
Qty. Per Bag – 36 Rolls
Box Size –  13.9375 x 4.3125 x 17.5625
Qty. Per Box – 144 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  3"" Plastic 0.10"" HDPE
Width – 0.125""
Number Across Run/FInish –  448/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  180'
Finish – On Press
Application – ","Core  –  3"" Plastic 0.10"" HDPE
Width – 0.125""
Number Across Run/FInish –  448/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  180'
Finish – On Press
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,3.2118,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8036,Slit Tape RB200S slit to multiple widths Various x 656',8036,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,Slit Tape - RB200S slit to multiple widths - Various x 656',,Strouse-HQ,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 656'
Core Type –  As Recd.
Core Width – Various
Core Label – Yes
Dividers – Paper
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  22 x 22 x 22 275lb
Qty. Per Box – 4 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  As Recd.
Width – Various
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  656'
Finish – On Press
Application – ","Core  –  As Recd.
Width – Various
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  656'
Finish – On Press
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,259.58,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8049,"Slit Tape CSM - 5100-85 6"" x 25Yd",5100-85/6.0,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Tape - CSM - 5100-85 - 6"" x 25Yd",,Strouse-HQ,"Number Across Run/Finish –  8/1
Where Finished –  On Press
Length per Roll/Unit – 25 Yd
Core Type –  As Recd.
Core Width – 6.0""
Core Label – No
Dividers – Paper
Bag Size – 
Qty. Per Bag – 
Box Size –  8 x 8 x 8
Qty. Per Box – 8 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",Use an end plug on both of the end rolls and double sided plugs between each of the remaining rolls; with paper dividers.,"Core  –  As Recd.
Width – 6.0""
Number Across Run/FInish –  8/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  25 Yd
Finish – On Press
Application – ","Core  –  As Recd.
Width – 6.0""
Number Across Run/FInish –  8/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  25 Yd
Finish – On Press
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,92.5,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8141,Slit Tape 3M 93010LE 2.5mm x 18Yd,CXGL003,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,Slit Tape - 3M 93010LE - 2.5mm x 18Yd,,Strouse-HQ,"Number Across Run/Finish –  20/1
Where Finished –  On Press
Length per Roll/Unit – 18 Yd
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 2.5 mm
Core Label – No
Dividers – Silicone
Bag Size – 
Qty. Per Bag – 60 Rolls
Box Size –  11 x 11 x 14
Qty. Per Box – 60 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Must be double bagged - see Customer Supplied Specification (CXGL003)

Rolls to be free of all foreign matter

24"" Leader - NO TRAILER","Core  –  3"" Plastic 0.10"" HDPE
Width – 2.5 mm
Number Across Run/FInish –  20/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  18 Yd
Finish – On Press
Application – ","Core  –  3"" Plastic 0.10"" HDPE
Width – 2.5 mm
Number Across Run/FInish –  20/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  18 Yd
Finish – On Press
Application – ",Tape guides are labeled JT 8141,Tape guides are labeled JT 8141,TRUE,Average,Default Cost Category,,TRUE,,23.652,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"10/9/18 - Skip - Tape guides arrived.
Tape guide ordered on 9/26/2018
Skip R. - Marked this jj obsolete because we need to order tape guides for this job since we had so much trouble the first run. There has been a drawing created for the tape guides and is in the master drawing folder under tape guides named by the JJ #. Need to allow up to 4 weeks lead time to have guides made. "
8195,"Slit Roll 3M 87630A 4"" x 100'",HM-TSPF-4R,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Roll - 3M 87630A - 4"" x 100'",,Strouse-HQ,"Number Across Run/Finish –  11/1
Where Finished –  Web Techniques
Length per Roll/Unit – 100'
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 4.0""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Rolls
Box Size –  special
Qty. Per Box – 1 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  3"" Paper 1/8"" Strouse Brown
Width – 4.0""
Number Across Run/FInish –  11/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  100'
Finish – Web Techniques
Application – ","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 4.0""
Number Across Run/FInish –  11/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  100'
Finish – Web Techniques
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,250,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8197,"Printed Film 3M 7300 42"" x 500'",61ST1700-1013754241,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Printed Film - 3M 7300 - 42"" x 500'",,Strouse-HQ,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 500'
Core Type –  As Recd.
Core Width – 42""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  8 x 8 x 8
Qty. Per Box – 30 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","1.  The rolls will be packed Eye to the sky coming in to us, palletized and stretch wrapped

2.  As the roll is in your right hand, unwinding to the left off the top, the print will read upside down (L to R) about 6” in from edge.

3.  Each roll will have a core label from Corydon that has the material (3M 7300), 42” x 500 feet, Strouse PO number.  Pallet label same plus number of rolls.

4.  No Corydon info on the packaging or label.","Core  –  As Recd.
Width – 42""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – See Note
Unwind Dir. Finish –  See Note
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  500'
Finish – Off Press
Application – ","Core  –  As Recd.
Width – 42""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – See Note
Unwind Dir. Finish –  See Note
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  500'
Finish – Off Press
Application – ",Rolls of 7300 to be purchased by Strouse - Sent to Corydon for printing and perfing.  Rolls to be sent back to Strouse for inspection.,Rolls of 7300 to be purchased by Strouse - Sent to Corydon for printing and perfing.  Rolls to be sent back to Strouse for inspection.,TRUE,Average,Default Cost Category,,TRUE,,366,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
